name: 15be5c49-5377-4757-a408-8150fac602eb num_items: 20002
token, class_id, token_value, token_tf, token_df
проживание, @default_class, 2.9703080144827254e-05, 83.0, 73.0
точность, @default_class, 4.3659947550622746e-05, 122.0, 94.0
трек, @default_class, 5.7974684750661254e-05, 162.0, 97.0
вокалист, @default_class, 3.721831672010012e-05, 104.0, 66.0
публикация, @default_class, 0.00010986560664605349, 307.0, 232.0
собраться, @default_class, 3.149242184008472e-05, 88.0, 67.0
травянистый, @default_class, 3.471323725534603e-05, 97.0, 92.0
значимый, @default_class, 2.648226472956594e-05, 74.0, 72.0
гора, @default_class, 0.0003532161354087293, 987.0, 554.0
records, @default_class, 6.906860653543845e-05, 193.0, 116.0
нередко, @default_class, 7.264729356393218e-05, 203.0, 178.0
скотт, @default_class, 9.161431808024645e-05, 256.0, 60.0
исполнитель, @default_class, 0.00010020316403824836, 280.0, 198.0
австралия, @default_class, 0.00023655102995689958, 661.0, 431.0
нидерландский, @default_class, 3.185028981533833e-05, 89.0, 67.0
поле, @default_class, 0.00038828724063932896, 1085.0, 610.0
ракета, @default_class, 9.698234498500824e-05, 271.0, 80.0
милан, @default_class, 5.189092189539224e-05, 145.0, 77.0
21, @default_class, 0.0004251477075740695, 1188.0, 951.0
богатство, @default_class, 4.6165027015376836e-05, 129.0, 104.0
дружба, @default_class, 4.8670106480130926e-05, 136.0, 109.0
статуя, @default_class, 4.437568713910878e-05, 124.0, 79.0
a, @default_class, 0.00019360682927072048, 541.0, 355.0
весна, @default_class, 0.00013420065806712955, 375.0, 318.0
лента, @default_class, 7.801532046869397e-05, 218.0, 124.0
презентация, @default_class, 2.648226472956594e-05, 74.0, 52.0
проникать, @default_class, 3.077668588957749e-05, 86.0, 72.0
гость, @default_class, 7.765745249344036e-05, 217.0, 159.0
толстый, @default_class, 2.5766526960069314e-05, 72.0, 56.0
николаевский, @default_class, 5.940616028965451e-05, 166.0, 104.0
демонстрировать, @default_class, 2.2545711544808e-05, 63.0, 57.0
73, @default_class, 2.6124394935322925e-05, 73.0, 68.0
едва, @default_class, 4.8670106480130926e-05, 136.0, 122.0
эффект, @default_class, 9.519300510874018e-05, 266.0, 169.0
норвегия, @default_class, 0.0003657415509223938, 1022.0, 681.0
развить, @default_class, 3.220815779059194e-05, 90.0, 84.0
регулирование, @default_class, 2.8987342375330627e-05, 81.0, 52.0
узел, @default_class, 9.87716848612763e-05, 276.0, 157.0
четвёртый, @default_class, 0.000258023152127862, 721.0, 581.0
герцог, @default_class, 0.00020326927187852561, 568.0, 205.0
причина, @default_class, 0.0003721831599250436, 1040.0, 755.0
агентство, @default_class, 7.87310564192012e-05, 220.0, 137.0
край, @default_class, 0.00033603847259655595, 939.0, 620.0
одержать, @default_class, 0.00017034537449944764, 476.0, 290.0
президентский, @default_class, 2.9345212169573642e-05, 82.0, 62.0
верх, @default_class, 3.0060948120080866e-05, 84.0, 68.0
плод, @default_class, 5.3680265409639105e-05, 150.0, 86.0
недолго, @default_class, 2.5766526960069314e-05, 72.0, 70.0
казаться, @default_class, 5.260666148387827e-05, 147.0, 119.0
нужный, @default_class, 5.725894880015403e-05, 160.0, 133.0
м², @default_class, 3.256602940382436e-05, 91.0, 56.0
претендент, @default_class, 3.0060948120080866e-05, 84.0, 66.0
дальний, @default_class, 0.000129190506413579, 361.0, 256.0
отрицательный, @default_class, 3.93655282096006e-05, 110.0, 81.0
воинский, @default_class, 7.658384856767952e-05, 214.0, 163.0
благоприятный, @default_class, 2.1829973775311373e-05, 61.0, 58.0
скалистый, @default_class, 2.2545711544808e-05, 63.0, 54.0
отступление, @default_class, 2.8987342375330627e-05, 81.0, 62.0
вблизи, @default_class, 7.264729356393218e-05, 203.0, 182.0
издательство, @default_class, 0.00012453821545932442, 348.0, 190.0
приобрести, @default_class, 0.00015853572404012084, 443.0, 382.0
1814, @default_class, 2.9345212169573642e-05, 82.0, 63.0
оконечность, @default_class, 2.7555868655326776e-05, 77.0, 64.0
вена, @default_class, 5.976402826490812e-05, 167.0, 115.0
115, @default_class, 2.0756369849550538e-05, 58.0, 54.0
арена, @default_class, 0.00010199250391451642, 285.0, 149.0
береговой, @default_class, 6.155337177915499e-05, 172.0, 117.0
епископ, @default_class, 0.000258381012827158, 722.0, 274.0
приблизительно, @default_class, 7.944679236970842e-05, 222.0, 195.0
серьёзно, @default_class, 4.4017819163855165e-05, 123.0, 117.0
настоятель, @default_class, 5.3680265409639105e-05, 150.0, 87.0
испытывать, @default_class, 4.3659947550622746e-05, 122.0, 100.0
материк, @default_class, 2.4692921215319075e-05, 69.0, 52.0
земной, @default_class, 3.1134553864831105e-05, 87.0, 61.0
мексика, @default_class, 7.586810534121469e-05, 212.0, 175.0
американец, @default_class, 4.22284756496083e-05, 118.0, 92.0
вертикальный, @default_class, 3.6502580769592896e-05, 102.0, 67.0
млн, @default_class, 0.00026947492733597755, 753.0, 369.0
4149, @default_class, 3.93655282096006e-05, 110.0, 110.0
новость, @default_class, 3.578684481908567e-05, 100.0, 72.0
личинка, @default_class, 0.00013921082427259535, 389.0, 169.0
прочность, @default_class, 3.041881791432388e-05, 85.0, 62.0
плотность, @default_class, 8.230974344769493e-05, 230.0, 182.0
герман, @default_class, 2.648226472956594e-05, 74.0, 57.0
сеул, @default_class, 4.008126416010782e-05, 112.0, 108.0
долг, @default_class, 4.0797000110615045e-05, 114.0, 101.0
рельеф, @default_class, 3.8649792259093374e-05, 108.0, 93.0
создатель, @default_class, 6.119550380390137e-05, 171.0, 149.0
телевизионный, @default_class, 8.982497820397839e-05, 251.0, 187.0
закончиться, @default_class, 9.698234498500824e-05, 271.0, 233.0
менять, @default_class, 4.6165027015376836e-05, 129.0, 122.0
некий, @default_class, 6.441631558118388e-05, 180.0, 147.0
потребовать, @default_class, 5.439600136014633e-05, 152.0, 125.0
претензия, @default_class, 2.5766526960069314e-05, 72.0, 61.0
1973, @default_class, 0.00017070324975065887, 477.0, 372.0
социалистический, @default_class, 0.00012453821545932442, 348.0, 208.0
1865, @default_class, 3.972339618485421e-05, 111.0, 98.0
следовать, @default_class, 0.0002555180690251291, 714.0, 544.0
исходить, @default_class, 3.220815779059194e-05, 90.0, 80.0
16-й, @default_class, 3.9007660234346986e-05, 109.0, 87.0
посещать, @default_class, 0.00010557119094301015, 295.0, 262.0
данный, @default_class, 0.0003972339618485421, 1110.0, 775.0
сюда, @default_class, 5.3322397434385493e-05, 149.0, 133.0
осуществляться, @default_class, 0.00016533522284589708, 462.0, 352.0
незначительный, @default_class, 2.9345212169573642e-05, 82.0, 75.0
иначе, @default_class, 5.045944999437779e-05, 141.0, 131.0
зарубежный, @default_class, 6.19112397544086e-05, 173.0, 133.0
мэри, @default_class, 4.688076660386287e-05, 131.0, 67.0
бухта, @default_class, 7.300516153918579e-05, 204.0, 96.0
польза, @default_class, 8.982497820397839e-05, 251.0, 215.0
послужить, @default_class, 6.513205880764872e-05, 182.0, 171.0
возможность, @default_class, 0.0004666604509111494, 1304.0, 846.0
новгород, @default_class, 8.302547939820215e-05, 232.0, 116.0
съезд, @default_class, 0.00013491639401763678, 377.0, 180.0
my, @default_class, 2.791373844956979e-05, 78.0, 53.0
получаться, @default_class, 2.6124394935322925e-05, 73.0, 67.0
сорок, @default_class, 3.6144712794339284e-05, 101.0, 91.0
собрать, @default_class, 0.00015710423758719116, 439.0, 354.0
запустить, @default_class, 4.1512739699101076e-05, 116.0, 93.0
еврей, @default_class, 8.696202712599188e-05, 243.0, 132.0
публиковать, @default_class, 3.686044874484651e-05, 103.0, 91.0
подвергаться, @default_class, 6.906860653543845e-05, 193.0, 174.0
необходимый, @default_class, 0.00017249258235096931, 482.0, 377.0
танковый, @default_class, 0.0002501500421203673, 699.0, 156.0
россии», @default_class, 5.690108082490042e-05, 159.0, 105.0
продвижение, @default_class, 5.9048292314400896e-05, 165.0, 133.0
ассамблея, @default_class, 8.230974344769493e-05, 230.0, 83.0
становиться, @default_class, 0.00042371623567305505, 1184.0, 850.0
коллекция, @default_class, 0.00012453821545932442, 348.0, 195.0
инженерный, @default_class, 4.938584243063815e-05, 138.0, 93.0
пасть, @default_class, 4.294421160011552e-05, 120.0, 92.0
адвокат, @default_class, 4.043913213536143e-05, 113.0, 91.0
годовщина, @default_class, 2.397718526481185e-05, 67.0, 56.0
следствие, @default_class, 6.441631558118388e-05, 180.0, 153.0
орловский, @default_class, 4.759650255437009e-05, 133.0, 62.0
приморский, @default_class, 7.658384856767952e-05, 214.0, 164.0
екатеринбург, @default_class, 3.686044874484651e-05, 103.0, 58.0
награждение, @default_class, 2.4335053240065463e-05, 68.0, 51.0
800, @default_class, 6.0479764215415344e-05, 169.0, 144.0
устанавливать, @default_class, 3.829192428383976e-05, 107.0, 88.0
комплекс, @default_class, 0.00023547743330709636, 658.0, 403.0
заявление, @default_class, 9.662447700975463e-05, 270.0, 183.0
рецензия, @default_class, 4.1512739699101076e-05, 116.0, 78.0
весьма, @default_class, 0.00015030473878141493, 420.0, 319.0
написание, @default_class, 8.052039629546925e-05, 225.0, 195.0
жюри, @default_class, 3.757618469535373e-05, 105.0, 76.0
юный, @default_class, 5.690108082490042e-05, 159.0, 129.0
сказка, @default_class, 4.294421160011552e-05, 120.0, 63.0
заставлять, @default_class, 3.041881791432388e-05, 85.0, 73.0
попасть, @default_class, 0.00028557900805026293, 798.0, 611.0
трудно, @default_class, 4.0797000110615045e-05, 114.0, 102.0
строка, @default_class, 5.8690424339147285e-05, 164.0, 92.0
1852, @default_class, 2.9345212169573642e-05, 82.0, 74.0
приехать, @default_class, 7.87310564192012e-05, 220.0, 194.0
цилиндрический, @default_class, 2.397718526481185e-05, 67.0, 55.0
человеческий, @default_class, 0.0001184544526040554, 331.0, 216.0
умерший, @default_class, 5.3680265409639105e-05, 150.0, 108.0
хвост, @default_class, 5.153305392013863e-05, 144.0, 83.0
отказаться, @default_class, 0.00024907643091864884, 696.0, 530.0
серый, @default_class, 4.187060767435469e-05, 117.0, 101.0
усср, @default_class, 0.00011058134987251833, 309.0, 184.0
болгария, @default_class, 6.656353070866317e-05, 186.0, 130.0
развиваться, @default_class, 0.00012596968736033887, 352.0, 269.0
приход, @default_class, 0.00016784029139671475, 469.0, 339.0
внешность, @default_class, 3.041881791432388e-05, 85.0, 59.0
сергей, @default_class, 0.00024621348711661994, 688.0, 359.0
раствор, @default_class, 4.3659947550622746e-05, 122.0, 56.0
ферма, @default_class, 5.725894880015403e-05, 160.0, 120.0
поэма, @default_class, 7.801532046869397e-05, 218.0, 75.0
талант, @default_class, 3.149242184008472e-05, 88.0, 76.0
техникум, @default_class, 4.3659947550622746e-05, 122.0, 101.0
ирландия, @default_class, 0.00022080482449382544, 617.0, 197.0
заявить, @default_class, 0.0002601703454274684, 727.0, 412.0
отходить, @default_class, 2.2903579520061612e-05, 64.0, 55.0
s, @default_class, 4.0797000110615045e-05, 114.0, 61.0
дикий, @default_class, 3.3997501304838806e-05, 95.0, 85.0
семя, @default_class, 6.370057963067666e-05, 178.0, 123.0
привлекать, @default_class, 5.6185344874393195e-05, 157.0, 147.0
пользование, @default_class, 3.041881791432388e-05, 85.0, 64.0
гектар, @default_class, 3.6144712794339284e-05, 101.0, 83.0
1879, @default_class, 4.294421160011552e-05, 120.0, 102.0
1968, @default_class, 0.00021472106163855642, 600.0, 489.0
татарин, @default_class, 8.266761142294854e-05, 231.0, 119.0
1883, @default_class, 4.294421160011552e-05, 120.0, 101.0
совокупность, @default_class, 4.1512739699101076e-05, 116.0, 97.0
полотно, @default_class, 4.294421160011552e-05, 120.0, 83.0
столкновение, @default_class, 4.79543705296237e-05, 134.0, 101.0
ветер, @default_class, 7.479450141545385e-05, 209.0, 98.0
мечтать, @default_class, 1.9324896129546687e-05, 54.0, 52.0
сокращение, @default_class, 5.439600136014633e-05, 152.0, 128.0
меч, @default_class, 9.089858212973922e-05, 254.0, 153.0
проявить, @default_class, 7.515236939070746e-05, 210.0, 192.0
промышленный, @default_class, 0.00014135803212411702, 395.0, 267.0
разнообразный, @default_class, 4.0797000110615045e-05, 114.0, 104.0
обновление, @default_class, 3.757618469535373e-05, 105.0, 68.0
ежегодно, @default_class, 0.00010413971176603809, 291.0, 242.0
консоль, @default_class, 3.757618469535373e-05, 105.0, 59.0
75, @default_class, 5.7974684750661254e-05, 162.0, 144.0
1860, @default_class, 3.972339618485421e-05, 111.0, 94.0
обладать, @default_class, 0.00021078450663480908, 589.0, 446.0
художественный, @default_class, 0.00030561964376829565, 854.0, 535.0
критический, @default_class, 2.8629474400077015e-05, 80.0, 69.0
1972, @default_class, 0.00020398500782903284, 570.0, 454.0
1811, @default_class, 2.648226472956594e-05, 74.0, 62.0
общение, @default_class, 4.902797445538454e-05, 137.0, 99.0
апостол, @default_class, 3.220815779059194e-05, 90.0, 66.0
настолько, @default_class, 6.799500260967761e-05, 190.0, 170.0
1820, @default_class, 2.6124394935322925e-05, 73.0, 60.0
жизненный, @default_class, 2.7198000680073164e-05, 76.0, 66.0
возникновение, @default_class, 5.582747689913958e-05, 156.0, 132.0
3000, @default_class, 4.258634362486191e-05, 119.0, 94.0
